trail_id,user_id,split,sequence_length,category_sequence,raw_category_sequence,venue_id_sequence,target_next_category,history_categories
2013_4883103,215686,train,2,kuliner > kuliner,Donut Shop > Indonesian Restaurant,163 > 443,kuliner,kuliner
2013_4883104,215686,train,2,belanja > belanja,Shopping Mall > Clothing Store,13 > 4073,belanja,belanja
2013_4883106,215686,train,3,belanja > hiburan > kuliner,Shopping Mall > Multiplex > Indonesian Restaurant,13 > 18 > 2232,kuliner,belanja > hiburan
2013_4883108,215686,train,3,kuliner > belanja > belanja,Café > Shopping Mall > Shopping Mall,10965 > 23 > 3202,belanja,kuliner > belanja
2013_4883109,215686,train,3,alam_santai > belanja > alam_santai,Other Great Outdoors > Shopping Mall > Other Great Outdoors,7132 > 13 > 3924,alam_santai,alam_santai > belanja
2013_4883110,215686,test,2,belanja > kuliner,Shopping Mall > Sushi Restaurant,6 > 13343,kuliner,belanja
2013_4883111,215686,train,2,belanja > kuliner,Shopping Mall > Italian Restaurant,13 > 3348,kuliner,belanja
2013_4883113,215686,train,2,penginapan > penginapan,Hotel > Hotel,7644 > 894,penginapan,penginapan
2013_4883114,215686,train,2,belanja > kuliner,Shopping Mall > Ramen Restaurant,1 > 435,kuliner,belanja
2013_4883115,215686,train,2,kuliner > kuliner,Food Truck > Italian Restaurant,7503 > 42,kuliner,kuliner
2013_4883116,215686,train,2,kuliner > belanja,Coffee Shop > Shopping Mall,719 > 13,belanja,kuliner
2013_4883118,215686,train,3,belanja > kuliner > belanja,Shopping Mall > Coffee Shop > Shopping Mall,3202 > 388 > 23,belanja,belanja > kuliner
2013_4883120,215686,train,2,kuliner > belanja,Restaurant > Shopping Mall,449 > 3202,belanja,kuliner
2013_4883121,215686,train,3,kuliner > belanja > kuliner,Ramen Restaurant > Shopping Mall > Indonesian Restaurant,435 > 1 > 1090,kuliner,kuliner > belanja
2013_4883127,215686,validation,2,penginapan > kuliner,Hotel > Sushi Restaurant,11813 > 129,kuliner,penginapan
2013_4883128,215686,train,2,belanja > kuliner,Shopping Mall > Eastern European Restaurant,13 > 528,kuliner,belanja
2013_4883129,215686,test,2,belanja > kuliner,Shopping Mall > Fast Food Restaurant,13 > 9387,kuliner,belanja
2013_4883130,215686,test,2,belanja > kuliner,Shopping Mall > Pizza Place,13 > 11289,kuliner,belanja
2013_4883131,215686,test,2,kuliner > hiburan,Ramen Restaurant > Multiplex,154 > 297,hiburan,kuliner
2013_4883132,215686,train,2,kuliner > kuliner,Food Truck > Fried Chicken Joint,7503 > 15364,kuliner,kuliner
2013_4883134,215686,train,2,kuliner > belanja,Dessert Shop > Shopping Mall,9340 > 23,belanja,kuliner
2013_4883135,215686,train,2,kuliner > belanja,Restaurant > Shopping Mall,4609 > 13,belanja,kuliner
2013_4883137,215686,train,4,belanja > penginapan > belanja > kuliner,Shopping Mall > Hotel > Shopping Mall > Restaurant,23 > 597 > 1 > 6999,kuliner,belanja > penginapan > belanja
2013_4883138,215686,train,2,hiburan > kuliner,Multiplex > Food Truck,297 > 2532,kuliner,hiburan
2013_4883139,215686,train,2,religi > belanja,Mosque > Shopping Mall,1716 > 23,belanja,religi
2013_4883140,215686,validation,2,belanja > kuliner,Shopping Mall > Coffee Shop,13 > 719,kuliner,belanja
2013_4883142,215686,validation,3,hiburan > belanja > belanja,Nightclub > Shopping Mall > Boutique,2280 > 23 > 2003,belanja,hiburan > belanja
2013_4883143,215686,test,3,kuliner > belanja > kuliner,Pizza Place > Shopping Mall > Café,16315 > 23 > 10965,kuliner,kuliner > belanja
2013_4883144,215686,train,2,religi > belanja,Mosque > Shopping Mall,1716 > 13,belanja,religi
2013_4883145,215686,train,2,belanja > kuliner,Shopping Mall > Food Court,1 > 8705,kuliner,belanja
2013_4883146,215686,train,2,kuliner > belanja,Indonesian Restaurant > Shopping Mall,1294 > 23,belanja,kuliner
2013_4883150,215686,train,2,kuliner > belanja,Coffee Shop > Shopping Mall,19198 > 13,belanja,kuliner
2013_4883151,215686,validation,4,kuliner > kuliner > kuliner > alam_santai,Asian Restaurant > Coffee Shop > Seafood Restaurant > Other Great Outdoors,6770 > 719 > 639 > 1642,alam_santai,kuliner > kuliner > kuliner
2013_4883153,215686,test,2,kuliner > kuliner,Indonesian Restaurant > Sushi Restaurant,1294 > 129,kuliner,kuliner
2013_4883154,215686,test,2,belanja > kuliner,Shopping Mall > Donut Shop,13 > 163,kuliner,belanja
2013_4883162,215686,train,2,belanja > kuliner,Shopping Mall > Korean Restaurant,1 > 27704,kuliner,belanja
2013_4883163,215686,train,2,kuliner > kuliner,Sushi Restaurant > Café,129 > 10965,kuliner,kuliner
2013_4883169,215686,train,2,kuliner > kuliner,Sushi Restaurant > Food Court,129 > 444,kuliner,kuliner
2013_4883171,215686,test,2,kuliner > belanja,Food Truck > Shopping Mall,3546 > 23,belanja,kuliner
2013_4883172,215686,train,3,hiburan > belanja > kuliner,Nightclub > Shopping Mall > Burger Joint,2280 > 13 > 1887,kuliner,hiburan > belanja
2013_4883179,215686,test,2,belanja > hiburan,Shopping Mall > Karaoke Bar,13 > 935,hiburan,belanja
2013_4888454,215835,test,2,kuliner > belanja,Steakhouse > Bookstore,10773 > 83,belanja,kuliner
2013_4888457,215835,train,2,belanja > kuliner,Shopping Mall > Café,3202 > 4739,kuliner,belanja
2013_4888460,215835,train,2,kuliner > kuliner,Café > Café,13297 > 26501,kuliner,kuliner
2013_4888473,215835,train,2,belanja > belanja,Department Store > Department Store,150 > 932,belanja,belanja
2013_4888474,215835,train,2,alam_santai > kuliner,Park > Steakhouse,25939 > 10773,kuliner,alam_santai
2013_4888477,215835,train,2,kuliner > kuliner,Breakfast Spot > Steakhouse,10346 > 10773,kuliner,kuliner
2013_4888490,215835,train,2,kuliner > budaya_edukasi,Donut Shop > Art Gallery,30 > 19814,budaya_edukasi,kuliner
2013_4888491,215835,train,2,belanja > belanja,Shopping Mall > Bookstore,6 > 473,belanja,belanja
2013_4888686,215842,train,2,alam_santai > belanja,Other Great Outdoors > Shopping Mall,3513 > 23,belanja,alam_santai
2013_4891585,215937,validation,2,kuliner > belanja,Indonesian Restaurant > Shopping Mall,1294 > 3202,belanja,kuliner
2013_4896334,216087,validation,3,belanja > kuliner > kuliner,Shopping Mall > Café > Food Court,23 > 17258 > 444,kuliner,belanja > kuliner
2013_4896335,216087,train,6,belanja > kuliner > kuliner > belanja > belanja > belanja,Shopping Mall > Coffee Shop > French Restaurant > Shopping Mall > Shopping Mall > Shopping Mall,6 > 763 > 19824 > 6 > 3202 > 4910,belanja,belanja > kuliner > kuliner > belanja > belanja
2013_4896336,216087,train,2,alam_santai > kuliner,Theme Park > Coffee Shop,5875 > 763,kuliner,alam_santai
2013_4896337,216087,test,2,belanja > kuliner,Shopping Mall > Korean Restaurant,13 > 9805,kuliner,belanja
2013_4898265,216145,train,2,budaya_edukasi > penginapan,Performing Arts Venue > Hotel,615 > 2820,penginapan,budaya_edukasi
2013_4898270,216145,train,2,alam_santai > belanja,Park > Bookstore,1279 > 83,belanja,alam_santai
2013_4898274,216145,train,2,belanja > kuliner,Bookstore > Fried Chicken Joint,83 > 102,kuliner,belanja
2013_4898298,216145,train,2,religi > religi,Mosque > Mosque,448 > 26672,religi,religi
2013_4898716,216161,train,4,religi > kuliner > belanja > belanja,Mosque > Food Truck > Department Store > Bookstore,3648 > 13724 > 13798 > 6716,belanja,religi > kuliner > belanja
2013_4898717,216161,train,2,kuliner > belanja,Café > Department Store,9841 > 13798,belanja,kuliner
2013_4898718,216161,train,4,belanja > belanja > kuliner > belanja,Flea Market > Department Store > Bakery > Department Store,9657 > 9030 > 384 > 13798,belanja,belanja > belanja > kuliner
2013_4898719,216161,test,2,kuliner > belanja,Food Truck > Department Store,13724 > 13798,belanja,kuliner
2013_4898720,216161,validation,4,belanja > belanja > kuliner > belanja,Flea Market > Shopping Mall > Indonesian Restaurant > Department Store,9657 > 13164 > 1294 > 13798,belanja,belanja > belanja > kuliner
2013_4898721,216161,train,2,belanja > kuliner,Flea Market > Food Truck,9657 > 13724,kuliner,belanja
2013_4898722,216161,test,3,belanja > penginapan > belanja,Department Store > Hotel Bar > Shopping Mall,13798 > 10395 > 3202,belanja,belanja > penginapan
2013_4898724,216161,train,2,kuliner > belanja,Café > Department Store,9841 > 13798,belanja,kuliner
2013_4898725,216161,test,2,kuliner > belanja,Ramen Restaurant > Department Store,3753 > 13798,belanja,kuliner
2013_4898726,216161,test,2,religi > kuliner,Mosque > Soup Place,3648 > 4846,kuliner,religi
2013_4898730,216161,train,2,belanja > kuliner,Department Store > Indonesian Restaurant,13798 > 310,kuliner,belanja
2013_4898736,216161,train,2,belanja > belanja,Department Store > Bookstore,13798 > 6716,belanja,belanja
2013_4898742,216161,test,4,kuliner > belanja > belanja > kuliner,Burger Joint > Bookstore > Department Store > Soup Place,353 > 6716 > 13798 > 4846,kuliner,kuliner > belanja > belanja
2013_4898744,216161,validation,3,kuliner > belanja > kuliner,Burger Joint > Department Store > Food Truck,353 > 13798 > 22617,kuliner,kuliner > belanja
2013_4898746,216161,train,2,kuliner > belanja,Ramen Restaurant > Shopping Mall,14780 > 23,belanja,kuliner
2013_4898747,216161,train,2,kuliner > kuliner,Indonesian Restaurant > Food Truck,310 > 19417,kuliner,kuliner
2013_4898748,216161,validation,4,belanja > belanja > hiburan > kuliner,Bookstore > Shopping Mall > Arcade > Food Truck,83 > 23 > 7495 > 9238,kuliner,belanja > belanja > hiburan
2013_4898752,216161,train,2,belanja > belanja,Department Store > Department Store,9842 > 13798,belanja,belanja
2013_4898753,216161,validation,2,kuliner > belanja,Soup Place > Department Store,4846 > 13798,belanja,kuliner
2013_4899579,216185,train,2,belanja > kuliner,Shopping Mall > Thai Restaurant,1 > 327,kuliner,belanja
2013_4899580,216185,train,2,belanja > kuliner,Shopping Mall > Asian Restaurant,13 > 3160,kuliner,belanja
2013_4899583,216185,test,2,belanja > kuliner,Shopping Mall > Ramen Restaurant,4910 > 18207,kuliner,belanja
2013_4899586,216185,train,2,kuliner > kuliner,Burger Joint > Pizza Place,12581 > 580,kuliner,kuliner
2013_4899589,216185,test,2,kuliner > belanja,Food Court > Department Store,444 > 13471,belanja,kuliner
2013_4899591,216185,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,13 > 208,kuliner,belanja
2013_4899592,216185,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,13 > 208,kuliner,belanja
2013_4899593,216185,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,13 > 3014,kuliner,belanja
2013_4899594,216185,train,2,kuliner > hiburan,Thai Restaurant > Multiplex,327 > 297,hiburan,kuliner
2013_4899596,216185,train,2,belanja > kuliner,Shopping Mall > Tea Room,4910 > 14441,kuliner,belanja
2013_4899598,216185,train,3,belanja > kuliner > kuliner,Shopping Mall > Donut Shop > Chinese Restaurant,13 > 163 > 9333,kuliner,belanja > kuliner
2013_4899601,216185,train,2,belanja > kuliner,Shopping Mall > Vegetarian / Vegan Restaurant,4910 > 19196,kuliner,belanja
2013_4899602,216185,train,2,kuliner > kuliner,Café > Steakhouse,13297 > 950,kuliner,kuliner
2013_4899603,216185,test,2,kuliner > kuliner,Chinese Restaurant > Ramen Restaurant,11214 > 1463,kuliner,kuliner
2013_4899604,216185,test,2,belanja > kuliner,Department Store > Steakhouse,14286 > 551,kuliner,belanja
2013_4899605,216185,train,2,belanja > kuliner,Shopping Mall > Thai Restaurant,1 > 327,kuliner,belanja
2013_4899607,216185,train,2,belanja > kuliner,Shopping Mall > Tea Room,4910 > 14441,kuliner,belanja
2013_4900399,216208,train,2,kuliner > hiburan,Ramen Restaurant > Cocktail Bar,22035 > 19617,hiburan,kuliner
2013_4900404,216208,train,3,kuliner > belanja > kuliner,Burger Joint > Shopping Mall > Donut Shop,353 > 3202 > 30,kuliner,kuliner > belanja
2013_4900412,216208,test,2,hiburan > kuliner,Multiplex > Food Court,369 > 9463,kuliner,hiburan
2013_4900414,216208,train,4,kuliner > belanja > kuliner > kuliner,Fried Chicken Joint > Shopping Mall > Donut Shop > Burger Joint,102 > 3202 > 30 > 12581,kuliner,kuliner > belanja > kuliner
2013_4900415,216208,train,3,belanja > belanja > kuliner,Shopping Mall > Bookstore > Food Court,23 > 83 > 9463,kuliner,belanja > belanja
2013_4900419,216208,train,2,kuliner > alam_santai,Restaurant > Other Great Outdoors,23006 > 3222,alam_santai,kuliner
2013_4900420,216208,train,2,kuliner > kuliner,Asian Restaurant > Coffee Shop,23903 > 120,kuliner,kuliner
2013_4900425,216208,train,2,belanja > kuliner,Shopping Mall > Café,23 > 98,kuliner,belanja
2013_4900431,216208,train,2,kuliner > belanja,Café > Shopping Mall,4739 > 3202,belanja,kuliner
2013_490072,19304,train,4,kuliner > belanja > kuliner > kuliner,Food Truck > Clothing Store > Coffee Shop > Fried Chicken Joint,7192 > 377 > 61 > 608,kuliner,kuliner > belanja > kuliner
2013_490081,19304,train,2,belanja > belanja,Clothing Store > Boutique,939 > 20452,belanja,belanja
2013_4902916,216277,train,3,kuliner > belanja > kuliner,Fast Food Restaurant > Shopping Mall > Pizza Place,14088 > 11 > 1733,kuliner,kuliner > belanja
2013_4902921,216277,test,2,kuliner > kuliner,Fast Food Restaurant > Steakhouse,14088 > 6107,kuliner,kuliner
2013_4902922,216277,train,2,belanja > kuliner,Clothing Store > BBQ Joint,1031 > 9540,kuliner,belanja
2013_4902923,216277,train,7,kuliner > kuliner > belanja > belanja > kuliner > hiburan > kuliner,Fast Food Restaurant > Indonesian Restaurant > Shopping Mall > Shopping Mall > Café > Multiplex > Japanese Restaurant,14088 > 20415 > 3202 > 1 > 14290 > 297 > 550,kuliner,kuliner > kuliner > belanja > belanja > kuliner > hiburan
2013_4902924,216277,train,3,belanja > kuliner > kuliner,Shopping Mall > Pizza Place > Fast Food Restaurant,11 > 1733 > 14088,kuliner,belanja > kuliner
2013_4902925,216277,validation,2,kuliner > penginapan,Fast Food Restaurant > Hotel,14088 > 428,penginapan,kuliner
2013_4902927,216277,test,3,kuliner > belanja > kuliner,Fast Food Restaurant > Shopping Mall > Pizza Place,14088 > 11 > 1733,kuliner,kuliner > belanja
2013_4902932,216277,train,2,alam_santai > belanja,Skate Park > Bookstore,15482 > 83,belanja,alam_santai
2013_4902934,216277,train,3,belanja > kuliner > kuliner,Shopping Mall > Pizza Place > Dim Sum Restaurant,11 > 1733 > 19914,kuliner,belanja > kuliner
2013_4902940,216277,test,2,kuliner > kuliner,Indonesian Restaurant > Soup Place,22117 > 13091,kuliner,kuliner
2013_4902941,216277,validation,2,belanja > kuliner,Shopping Mall > Ramen Restaurant,13 > 14075,kuliner,belanja
2013_4902943,216277,train,2,belanja > kuliner,Shopping Mall > Dim Sum Restaurant,11 > 19914,kuliner,belanja
2013_4904932,216339,train,4,belanja > kuliner > kuliner > kuliner,Shopping Mall > Restaurant > Bakery > Indonesian Restaurant,13 > 8995 > 112 > 64,kuliner,belanja > kuliner > kuliner
2013_4904943,216339,test,2,kuliner > kuliner,Bakery > Indonesian Restaurant,466 > 890,kuliner,kuliner
2013_4904949,216339,validation,2,kuliner > penginapan,Indonesian Restaurant > Hotel,890 > 14103,penginapan,kuliner
2013_4914097,216581,train,2,belanja > hiburan,Shopping Mall > Multiplex,3202 > 3097,hiburan,belanja
2013_4914110,216581,train,4,belanja > kuliner > belanja > kuliner,Bookstore > Food Truck > Shopping Mall > Thai Restaurant,83 > 9328 > 1 > 327,kuliner,belanja > kuliner > belanja
2013_4914112,216581,train,3,belanja > kuliner > kuliner,Shopping Mall > Japanese Restaurant > Donut Shop,1 > 503 > 76,kuliner,belanja > kuliner
2013_4914113,216581,train,2,belanja > kuliner,Shopping Mall > Cupcake Shop,3202 > 5676,kuliner,belanja
2013_4914114,216581,train,4,belanja > kuliner > belanja > belanja,Shopping Mall > Indonesian Restaurant > Bookstore > Gift Shop,3202 > 412 > 83 > 7301,belanja,belanja > kuliner > belanja
2013_4914116,216581,test,2,kuliner > hiburan,Steakhouse > Multiplex,1040 > 3097,hiburan,kuliner
2013_4914117,216581,test,2,belanja > belanja,Arts & Crafts Store > Bookstore,11607 > 83,belanja,belanja
2013_4914118,216581,test,2,belanja > kuliner,Shopping Mall > Snack Place,1 > 1178,kuliner,belanja
2013_4914119,216581,test,4,belanja > kuliner > hiburan > kuliner,Shopping Mall > Seafood Restaurant > Arcade > Indonesian Restaurant,3202 > 11095 > 6024 > 16155,kuliner,belanja > kuliner > hiburan
2013_4914121,216581,train,2,kuliner > belanja,Food Court > Bookstore,898 > 1434,belanja,kuliner
2013_4914126,216581,train,3,belanja > kuliner > belanja,Bookstore > Japanese Restaurant > Bookstore,1434 > 186 > 83,belanja,belanja > kuliner
2013_4914132,216581,train,3,belanja > hiburan > kuliner,Shopping Mall > Multiplex > Fast Food Restaurant,13 > 18 > 9387,kuliner,belanja > hiburan
2013_4914137,216581,train,2,belanja > kuliner,Bookstore > Asian Restaurant,83 > 9111,kuliner,belanja
2013_4914662,216600,train,2,belanja > kuliner,Shopping Mall > Bakery,3202 > 1888,kuliner,belanja
2013_4914666,216600,test,3,belanja > kuliner > belanja,Shopping Mall > Japanese Restaurant > Shopping Mall,4910 > 1429 > 3202,belanja,belanja > kuliner
2013_4914668,216600,train,2,belanja > kuliner,Shopping Mall > Burger Joint,4910 > 1110,kuliner,belanja
2013_4914669,216600,train,2,hiburan > belanja,Multiplex > Shopping Mall,369 > 366,belanja,hiburan
2013_4914670,216600,train,2,kuliner > kuliner,Eastern European Restaurant > Fried Chicken Joint,11583 > 10882,kuliner,kuliner
2013_4914672,216600,train,3,belanja > kuliner > belanja,Shopping Mall > Asian Restaurant > Shopping Mall,23 > 984 > 13,belanja,belanja > kuliner
2013_4914673,216600,train,5,kuliner > belanja > kuliner > kuliner > kuliner,Seafood Restaurant > Shopping Mall > Burger Joint > Donut Shop > Food Truck,368 > 13 > 1110 > 1853 > 651,kuliner,kuliner > belanja > kuliner > kuliner
2013_4914674,216600,train,2,kuliner > belanja,Asian Restaurant > Shopping Mall,517 > 366,belanja,kuliner
2013_4914678,216600,train,3,kuliner > belanja > belanja,Chinese Restaurant > Shopping Mall > Shopping Mall,354 > 6 > 501,belanja,kuliner > belanja
2013_4914680,216600,train,2,belanja > belanja,Shopping Mall > Shopping Mall,13 > 4910,belanja,belanja
2013_4914685,216600,train,2,belanja > belanja,Shopping Mall > Shopping Mall,13 > 4910,belanja,belanja
2013_4914686,216600,train,2,kuliner > belanja,Food Court > Shopping Mall,612 > 13,belanja,kuliner
2013_4914687,216600,train,2,belanja > belanja,Shopping Mall > Shopping Mall,3 > 3202,belanja,belanja
2013_4914688,216600,train,2,kuliner > belanja,Seafood Restaurant > Shopping Mall,368 > 13,belanja,kuliner
2013_4914690,216600,train,2,kuliner > kuliner,Japanese Restaurant > Donut Shop,4255 > 163,kuliner,kuliner
2013_4914691,216600,train,2,belanja > kuliner,Shopping Mall > Dim Sum Restaurant,13 > 559,kuliner,belanja
2013_4914692,216600,train,2,kuliner > kuliner,Restaurant > Indonesian Restaurant,3763 > 64,kuliner,kuliner
2013_4914694,216600,test,2,kuliner > kuliner,Indonesian Restaurant > Burger Joint,3364 > 1887,kuliner,kuliner
2013_4915015,216609,test,2,kuliner > belanja,French Restaurant > Shopping Mall,2874 > 13,belanja,kuliner
2013_4915016,216609,train,2,kuliner > kuliner,Steakhouse > Burger Joint,294 > 353,kuliner,kuliner
2013_4915017,216609,train,5,kuliner > kuliner > belanja > hiburan > kuliner,Café > Cupcake Shop > Shopping Mall > Multiplex > Food Truck,13503 > 15308 > 1 > 297 > 1331,kuliner,kuliner > kuliner > belanja > hiburan
2013_4915018,216609,train,3,kuliner > belanja > kuliner,Café > Shopping Mall > Café,831 > 1 > 14290,kuliner,kuliner > belanja
2013_4918834,216726,train,2,hiburan > kuliner,Karaoke Bar > Fast Food Restaurant,8355 > 12666,kuliner,hiburan
2013_4918841,216726,test,2,hiburan > kuliner,Arcade > Café,7275 > 10515,kuliner,hiburan
2013_4918844,216726,test,3,belanja > kuliner > kuliner,Shopping Mall > Food Court > Restaurant,258 > 7444 > 5063,kuliner,belanja > kuliner
2013_4918846,216726,validation,3,hiburan > kuliner > budaya_edukasi,Arcade > Indonesian Restaurant > Art Gallery,4235 > 11447 > 19986,budaya_edukasi,hiburan > kuliner
2013_4918848,216726,train,2,belanja > religi,Shopping Mall > Mosque,3 > 367,religi,belanja
2013_4918849,216726,train,2,belanja > kuliner,Market > Ramen Restaurant,3655 > 10897,kuliner,belanja
2013_4918854,216726,train,2,belanja > belanja,Shopping Mall > Bookstore,13 > 302,belanja,belanja
2013_4918857,216726,train,5,budaya_edukasi > kuliner > belanja > kuliner > kuliner,Performing Arts Venue > Ramen Restaurant > Shopping Mall > Café > Coffee Shop,615 > 10897 > 1 > 14290 > 8348,kuliner,budaya_edukasi > kuliner > belanja > kuliner
2013_4918858,216726,train,3,belanja > kuliner > kuliner,Department Store > Dim Sum Restaurant > Ramen Restaurant,9842 > 16985 > 17859,kuliner,belanja > kuliner
2013_4918870,216726,train,3,kuliner > hiburan > kuliner,Indonesian Restaurant > Karaoke Bar > Café,8278 > 18385 > 3868,kuliner,kuliner > hiburan
2013_4920614,216786,train,2,belanja > kuliner,Shopping Mall > Café,1 > 14290,kuliner,belanja
2013_4920618,216786,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,4910 > 96,kuliner,belanja
2013_4920620,216786,validation,2,religi > kuliner,Spiritual Center > Dim Sum Restaurant,5088 > 8553,kuliner,religi
2013_4920621,216786,train,4,belanja > belanja > belanja > kuliner,Shopping Mall > Shopping Mall > Bookstore > Donut Shop,1 > 4910 > 302 > 1853,kuliner,belanja > belanja > belanja
2013_4920622,216786,train,4,belanja > belanja > belanja > religi,Bookstore > Shopping Mall > Shopping Mall > Spiritual Center,83 > 3202 > 4910 > 5088,religi,belanja > belanja > belanja
2013_4920623,216786,train,2,belanja > belanja,Shopping Mall > Shopping Mall,4910 > 366,belanja,belanja
2013_4920625,216786,train,2,religi > belanja,Spiritual Center > Department Store,5088 > 14866,belanja,religi
2013_4920626,216786,train,2,hiburan > kuliner,Multiplex > Indonesian Restaurant,297 > 21345,kuliner,hiburan
2013_4920628,216786,train,2,kuliner > belanja,Café > Department Store,19594 > 3486,belanja,kuliner
2013_4920632,216786,train,2,belanja > belanja,Shopping Mall > Department Store,4910 > 14866,belanja,belanja
2013_4920639,216786,test,2,belanja > kuliner,Shopping Mall > Fried Chicken Joint,1 > 334,kuliner,belanja
2013_4920640,216786,train,2,kuliner > belanja,Fried Chicken Joint > Shopping Mall,1719 > 4910,belanja,kuliner
2013_4920644,216786,train,2,belanja > belanja,Shopping Mall > Shopping Mall,3202 > 23,belanja,belanja
2013_4920646,216786,train,2,belanja > belanja,Shopping Mall > Shopping Mall,11574 > 3202,belanja,belanja
2013_4920650,216786,train,3,belanja > kuliner > belanja,Shopping Mall > Fast Food Restaurant > Boutique,4910 > 12666 > 26126,belanja,belanja > kuliner
2013_4920651,216786,train,2,kuliner > belanja,Burger Joint > Shopping Mall,1110 > 4910,belanja,kuliner
2013_4920653,216786,validation,2,belanja > kuliner,Shopping Mall > Donut Shop,4910 > 1853,kuliner,belanja
2013_4920658,216786,validation,2,kuliner > kuliner,Café > Japanese Restaurant,98 > 11887,kuliner,kuliner
2013_4920661,216786,train,2,belanja > kuliner,Clothing Store > Chinese Restaurant,774 > 27151,kuliner,belanja
2013_4923357,216861,train,2,kuliner > religi,Coffee Shop > Mosque,19679 > 19848,religi,kuliner
2013_4923358,216861,test,2,kuliner > religi,Coffee Shop > Mosque,19679 > 19848,religi,kuliner
2013_4923425,216864,validation,2,kuliner > belanja,Fried Chicken Joint > Shopping Mall,1719 > 4910,belanja,kuliner
2013_4923426,216864,train,3,kuliner > belanja > kuliner,Fast Food Restaurant > Shopping Mall > Diner,9387 > 3202 > 8597,kuliner,kuliner > belanja
2013_4923428,216864,train,2,belanja > kuliner,Shopping Mall > Fried Chicken Joint,1 > 334,kuliner,belanja
2013_4923431,216864,train,2,kuliner > belanja,Japanese Restaurant > Shopping Mall,9966 > 501,belanja,kuliner
2013_4923432,216864,train,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_4923433,216864,train,2,kuliner > belanja,Café > Shopping Mall,2017 > 7002,belanja,kuliner
2013_4923436,216864,train,3,belanja > belanja > kuliner,Shopping Mall > Shopping Mall > Burger Joint,23 > 3202 > 12581,kuliner,belanja > belanja
2013_4923440,216864,test,2,belanja > kuliner,Shopping Mall > Burger Joint,4910 > 1110,kuliner,belanja
2013_4923441,216864,train,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_4923442,216864,train,2,belanja > kuliner,Shopping Mall > Burger Joint,501 > 1110,kuliner,belanja
2013_4923443,216864,train,2,belanja > hiburan,Shopping Mall > Karaoke Bar,7002 > 14530,hiburan,belanja
2013_4923444,216864,train,2,kuliner > belanja,Burger Joint > Shopping Mall,1110 > 4910,belanja,kuliner
2013_4923445,216864,train,2,belanja > kuliner,Shopping Mall > Burger Joint,4910 > 1110,kuliner,belanja
2013_4923450,216864,test,3,belanja > hiburan > kuliner,Shopping Mall > Multiplex > Japanese Restaurant,13 > 18 > 27255,kuliner,belanja > hiburan
2013_4923451,216864,test,2,kuliner > belanja,Steakhouse > Shopping Mall,1617 > 4910,belanja,kuliner
2013_4923842,216876,train,5,kuliner > belanja > kuliner > belanja > penginapan,Restaurant > Shopping Mall > Coffee Shop > Department Store > Hotel,7872 > 6 > 9361 > 370 > 690,penginapan,kuliner > belanja > kuliner > belanja
2013_4923843,216876,train,2,kuliner > kuliner,Restaurant > Restaurant,164 > 3927,kuliner,kuliner
2013_4923844,216876,test,5,penginapan > belanja > belanja > kuliner > kuliner,Hotel > Shopping Mall > Bookstore > Ice Cream Shop > Steakhouse,690 > 6 > 473 > 11094 > 7442,kuliner,penginapan > belanja > belanja > kuliner
2013_4923845,216876,train,3,penginapan > penginapan > kuliner,Hotel > Hotel > Chinese Restaurant,857 > 2879 > 228,kuliner,penginapan > penginapan
2013_4923846,216876,train,2,religi > alam_santai,Church > Beer Garden,650 > 22164,alam_santai,religi
2013_4924243,216886,train,2,kuliner > kuliner,Japanese Restaurant > Fried Chicken Joint,15963 > 102,kuliner,kuliner
2013_4924248,216886,test,2,kuliner > kuliner,Café > Pizza Place,10019 > 11558,kuliner,kuliner
2013_4924251,216886,train,2,belanja > kuliner,Shopping Mall > Café,13 > 10965,kuliner,belanja
2013_4924256,216886,train,2,alam_santai > hiburan,Beer Garden > Bar,22164 > 16846,hiburan,alam_santai
2013_4927156,216963,train,2,belanja > kuliner,Shopping Mall > Pizza Place,4910 > 16871,kuliner,belanja
2013_4927170,216963,train,2,belanja > hiburan,Shopping Mall > Arcade,1 > 600,hiburan,belanja
2013_4927178,216963,train,2,belanja > kuliner,Shopping Mall > Restaurant,1 > 10065,kuliner,belanja
2013_4927496,216972,train,2,religi > belanja,Church > Shopping Mall,6273 > 3202,belanja,religi
2013_4927497,216972,train,10,belanja > belanja > belanja > kuliner > religi > belanja > belanja > kuliner > belanja > belanja,Boutique > Clothing Store > Clothing Store > Indonesian Restaurant > Mosque > Shopping Mall > Shopping Mall > Ice Cream Shop > Shopping Mall > Department Store,7054 > 7634 > 1192 > 443 > 5933 > 3202 > 23 > 1433 > 13 > 292,belanja,belanja > belanja > belanja > kuliner > religi > belanja > belanja > kuliner > belanja
2013_4939190,217317,train,3,kuliner > kuliner > belanja,Indonesian Restaurant > Pizza Place > Shopping Mall,890 > 15537 > 1,belanja,kuliner > kuliner
