penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus
LODGE-00325,Villa Adryan Pakuhaji Bandung,villa,-6.83,107.538,bandung_raya_valid,,,,,18,0.6837122834979115,Positif,Balkon; Cocok untuk anak; Bak air panas; Dapur; Microwave; Pemanggang luar ruang; Kompor; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/36941347/0/dc150d49eefb2c8a75bc77a407145225.jpg?ce=0,https://www.agoda.com/villa-adryan-pakuhaji-bandung/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00327,Villa Bagus Home,villa,-6.8714,107.5472,bandung_raya_valid,,,,,57,0.714368401353924,Positif,Balkon; Dapur; Microwave; Parkir gratis,https://pix8.agoda.net/hotelImages/65441178/0/0f3b9be8f180a059e2bf2006d7c9e002.jpg?ce=0,https://www.agoda.com/villa-bagus-home/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00328,Villa Bagus Lembang,villa,-6.8165,107.558,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/geo/poi/1509883/b64dcc27a5930fc1513427c3e448a516.jpg?ce=0,https://www.agoda.com/villa-bagus-lembang/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00734,Villa Bima Syandana Resort Ciwidey,villa,-7.1054,107.4853,bandung_raya_valid,,,,,0,,Belum tersedia,Dapur; Parkir gratis,https://pix8.agoda.net/hotelImages/36835042/0/2e4f00fb436f93afad268f4c025a8494.jpg?ce=0,https://www.agoda.com/villa-bima-syandana-resort-ciwidey/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00737,Villa CHW Standar 1,villa,-7.1215,107.4216,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62275760/0/ed71dc9f5bd93ae5bc22b3f593f2be24.jpg?ce=0,https://www.agoda.com/villa-chw-standar-1/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00738,Villa CHW Standar 2,villa,-7.1215,107.4216,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62275856/0/ed71dc9f5bd93ae5bc22b3f593f2be24.jpg?ce=0,https://www.agoda.com/villa-chw-standar-2/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00739,Villa Ciwidey - Rumah Kayu,villa,-7.1085,107.4258,bandung_raya_valid,,,,,2,0.5817528020616339,Positif,Papan setrika; Dapur; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/10005336/0/4974a421809f9e5f52ad97c07c7d062e.jpg?ca=13&ce=1&s=312x,https://www.bluepillow.com/search/618287ba9e3163a56a2413e3?dest=ago&cat=Vacation+rental+(other)&lat=-7.10848&lng=107.42576&language=en,0.65,keep_primary_deduped,LODGE-00740,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00329,Villa Domus SanctuaryofSerenity,villa,-6.8752,107.4707,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzAjEeEMhx9GbSGTQcN83pVzPoe5MD7zd-26BA_uLzRN7Ncv73Itew2nhvLVxuPBP81NfSHNWrLLhyf_at5zlNQsmV-_l2XUOBYo604J1ow==.jpg,https://www.booking.com/hotel/id/villa-domus-sanctuaryofserenity.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14500188&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14500188_grp-0_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00744,Villa Imah Koneng at Cipanas Puncak,villa,-6.8118,107.1454,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/77311324/0/41dd782d595d42fd3d1a2c70cf050aea.jpg?ce=2,https://www.agoda.com/villa-imah-koneng-at-cipanas-puncak/hotel/cianjur-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00332,Villa Sapa Syariah Pakuhaji Highland Eco-Resort,villa,-6.8274,107.5405,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/34124466/0/8f49924250aa8347fd0c8c7804e53fe1.jpg?ce=0,https://www.agoda.com/villa-sapa-pakuhaji-highland-eco-resort-a14/hotel/bandung-id.html,0.65,keep_primary_deduped,LODGE-00333,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00334,Villa Suarga Loka 1,villa,-6.8304,107.5526,bandung_raya_valid,,,,,0,,Belum tersedia,Kolam renang di dalam ruangan; Dapur; Pemanggang luar ruang; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/67135881/0/8db988c45faffa432dcf8d074e059850.jpg?ce=0,https://www.agoda.com/villa-suarga-loka-1/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00749,Villa Syariah Teras Danoe,villa,-7.1945,107.5451,bandung_raya_valid,,,,,15,0.638161399054706,Positif,Balkon; Parkir berbayar; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/76888483/0/8469f9fa286bd38532fa69ea3d9a1bcd.jpg?ce=2,https://www.agoda.com/villa-teras-danoe/hotel/palayangan-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00750,Villa Tinamboo brings happiness at Ciwidey,villa,-7.1161,107.4448,bandung_raya_valid,,,,,1,0.5965955018448735,Positif,Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzHTlEsU-Yx0JSrHub4womBXtR1E2TxNJCk79SPtqMFIdQh33juIaUqKnMXw6-_1NkNfB4icNypq-xM5v8OZDmzVhXpTKtmJV2YVMcFoTpw==.jpg,https://www.booking.com/hotel/id/villa-tinamboo-brings-happiness-at-ciwidey.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13099270&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13099270_grp-2_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00751,Villa buah 11 homestay,villa,-7.1869,107.5554,bandung_raya_valid,,,,,168,0.8104570544643797,Positif,Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/601451034.jpg?k=a9d5276d413cc06772fa8498ae79ad025226e7ff104b65e4729ecbecc0e2deb2&o=&s=312x,https://www.bluepillow.com/search/67a24115905c444f2d0a95d3?dest=ago&cat=Vacation+rental+(other)&lat=-7.18694&lng=107.55542&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00752,Villa by Wayang Dairy Farm,villa,-7.1942,107.5423,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Boleh bawa hewan peliharaan; Parkir gratis,https://pix8.agoda.net/hotelImages/36919483/0/4a9e7076c593e2db79ae2ce21e1db3cc.jpg?ce=0,https://www.agoda.com/milk-camp-by-wayang-dairy-farm/hotel/palayangan-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00753,Villa kartoon,villa,-6.812,107.145,bandung_raya_valid,,,,,0,,Belum tersedia,Dapur; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/59606252/0/b4053f75271ffa87f2fe5c685e90baa9.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a23f2a905c444f2d08ac08?dest=ago&cat=Vacation+rental+(other)&lat=-6.81197&lng=107.14499&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00754,Villa kota bunga at puncak bogor with privat pool,villa,-6.8119,107.1456,bandung_raya_valid,,,,,53,0.6645363598447115,Positif,Ber-AC; Papan setrika; Dapur; Boleh bawa hewan peliharaan; TV Kabel; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/584814735.jpg?k=c1560f4522c44cc09e3c4bc4edc3d3d74b7b43e316c65eb54dd3e588f9e52f76&o=&s=312x,https://www.bluepillow.com/search/67a23e49905c444f2d080ff3?dest=ago&cat=Vacation+rental+(other)&lat=-6.81192&lng=107.14558&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00755,Villa puncak bogor at kota bunga ada karoke AC,villa,-6.8115,107.1452,bandung_raya_valid,,,,,14,0.6546202388690825,Positif,Ber-AC; Dapur; Boleh bawa hewan peliharaan; TV Kabel; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/607042040.jpg?k=0f19211b60306eed58a643a9e4258a9501f898339bc3c27517a842a60c3f4b01&o=&s=312x,https://www.bluepillow.com/search/67a23e9a905c444f2d083615?dest=ago&cat=Vacation+rental+(other)&lat=-6.81146&lng=107.14517&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00756,Villa puncak bogor at kota bunga with pool privat,villa,-6.8118,107.1454,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Kolam renang di dalam ruangan; Dapur; Pemanggang luar ruang; Parkir gratis,https://pix8.agoda.net/hotelImages/59056208/0/5ca27f048fb149942ccbdbc648120a67.jpeg,https://www.agoda.com/villa-kota-bunga-puncak-bogor-4-kamar-free-ac/hotel/cianjur-id.html,0.65,keep_primary_deduped,LODGE-00757,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00761,Zann Villa Ciwidey,villa,-7.1199,107.4319,bandung_raya_valid,,,,,15,0.6776130109189228,Positif,Ranjang bayi; Penghangat; Dapur; Pemanggang luar ruang; Boleh bawa hewan peliharaan; TV Kabel; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzCqTyR7E2TICE8LoQXUrnt3G0k7Rn6qKE0-GTiz0f91ZhLBWNe8-9Wor2N3mwUxfab2YrrNcG8uqmGIOdr6_SkMNojhtuvGZF0H2LycB9g==.jpg,https://www.booking.com/hotel/id/zann-villa-ciwidey.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14504649&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14504649_grp-1_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00765,villa arjuna 60,villa,-6.8119,107.1452,bandung_raya_valid,,,,,65,0.7105434854557474,Positif,Dapur; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/60568887/0/df415dbdc3690a3ee28ebfc53ce9fd88.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a23ff9905c444f2d097a17?dest=ago&cat=Vacation+rental+(other)&lat=-6.81187&lng=107.14523&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00766,villa kota Bunga little indian,villa,-6.8139,107.1315,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Kolam renang di dalam ruangan; Dapur; Microwave; Pemanggang luar ruang; Kompor; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/35773194/0/17dc0ea02b6973e47363e5e111cf2d37.jpg?ce=0,https://www.agoda.com/villa-kota-bunga-little-indian/hotel/puncak-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00406,Alayam villa,villa,-6.8486,107.4718,bandung_raya_valid,,,,,37,0.7332375852580307,Positif,Ber-AC; Balkon; Cocok untuk anak; Dapur; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://static.cupid.travel/hotels/701475627.jpg,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_source_link,scrape_place_rating_reviews_and_price,3
LODGE-00413,Shida Village,villa,-6.8155,107.5583,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Balkon; Dapur; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/64629717/0/3a28044d209cfc020bb51520fc4d2754.jpg?ce=0,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_source_link,scrape_place_rating_reviews_and_price,2
LODGE-00804,Villa Ravani Bandung,villa,-6.9951,107.5191,bandung_raya_valid,,,,,22,0.6880470328846848,Positif,Ber-AC; Balkon; Dapur; Microwave; Pemanggang luar ruang; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/37331163/0/77d4d26943bb9a8b87d74cdaa581ded3.jpg?ce=0,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_source_link,scrape_place_rating_reviews_and_price,3
LODGE-00807,villa Camsal Boock H 10 No3,villa,-6.813,107.1296,bandung_raya_valid,,,,,9,0.6443889019834241,Positif,Ber-AC; Balkon; Papan setrika; Dapur; Microwave; Pemanggang luar ruang; TV Kabel; Mesin cuci; Parkir gratis,https://pix8.agoda.net/hotelImages/35717236/0/76e42475a9894c4e2791741c75f58b7f.jpg?ce=0,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_source_link,scrape_place_rating_reviews_and_price,3
LODGE-00811,Villa Argapuri Resort K.10,villa,-7.1307,107.5121,bandung_raya_valid,,,,,0,,Belum tersedia,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZpZSxgipz3SI-H0yDSsRVzBj-tnThG--O_VTyJ66lhY_hOFJU26z-J3TkfjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr2cv3Z2svP5qC0uSisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7seAgnhVHoxBVsxDn-ovNTJpFPxoJyhNbugXoxJXGA_raG2mGX3imY2SCuwNbZNgSGkYBH8nOn6CzjXEe6t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xns1kPMdy39FwbZn4PmY3AZ,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D117192633%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.5,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_place_rating_reviews_and_price,2
LODGE-00813,Villa rian,villa,-7.131,107.5132,bandung_raya_valid,,,,,0,,Belum tersedia,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZvYelkwMm6SYgMBaRGrtXtTPgl077P4mOvxj9Mo6m_umSFyQJxqj4DFLrHzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvQf8BTkOHfvAh6nHCUquEZUr_G51U7tKBfFqWbEZXGe726WsfUBg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D23402347%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.5,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_place_rating_reviews_and_price,2
